\id LAM
\c 3
\level verse
5.674	12.492	1
12.492	20.850	2
20.850	29.851	3
29.851	39.613	4
39.613	48.081	5
48.081	56.141	6
56.141	69.475	7
69.475	78.752	8
78.752	90.253	9
90.253	98.402	10
98.402	110.512	11
110.512	120.000	12
120.000	126.644	13
126.644	136.361	14
136.361	144.241	15
144.241	155.533	16
155.533	164.291	17
164.291	174.130	18
174.130	182.411	19
182.411	190.905	20
190.905	199.085	21
199.085	208.573	22
208.573	216.402	23
216.402	226.104	24
226.104	234.101	25
234.101	240.822	26
240.822	247.982	27
247.982	255.902	28
255.902	262.982	29
262.982	273.717	30
273.717	281.377	31
281.377	291.877	32
291.877	299.557	33
299.557	305.481	34
305.481	311.506	35
311.506	319.026	36
319.026	325.949	37
325.949	333.307	38
333.307	340.447	39
340.447	347.917	40
347.917	355.677	41
355.677	364.107	42
364.107	375.077	43
375.077	383.967	44
383.967	392.815	45
392.815	400.365	46
400.365	407.815	47
407.815	416.815	48
416.815	422.404	49
422.404	429.327	50
429.327	440.666	51
440.666	447.653	52
447.653	457.083	53
457.083	465.000	54
465.000	471.419	55
471.419	481.738	56
481.738	490.018	57
490.018	500.379	58
500.379	508.986	59
508.986	519.520	60
519.520	529.369	61
529.369	539.537	62
539.537	548.386	63
548.386	558.925	64
558.925	566.784	65
566.784	571.784	66
